"","date","title","artist","genre1","peak_pos","last_pos","weeks","rank","change","energy","liveness","tempo","speechiness","acousticness","instrumentalness","time_signature","danceability","key","duration_ms","loudness","valence","mode","spotify_link","spotify_id","analysis_url"
"3713",2004-09-04,"Culo","pitbull","pop",32,58,20,74,"-16",0.656,0.141,59.972,0.358,0.114,0,4,0.858,6,219080,-4.96,0.969,0,"https://embed.spotify.com/?uri=spotify:track:4tAru66VGVLWYjg90UV4vJ","4tAru66VGVLWYjg90UV4vJ","https://api.spotify.com/v1/audio-analysis/4tAru66VGVLWYjg90UV4vJ"
"3714",2009-12-05,"Hotel Room Service","pitbull","pop",8,43,23,47,"-4",0.599,0.0763,126.003,0.227,0.00301,0.000249,4,0.849,6,238507,-8.164,0.761,1,"https://embed.spotify.com/?uri=spotify:track:32yIEFS62uS5ryhr2Xlooj","32yIEFS62uS5ryhr2Xlooj","https://api.spotify.com/v1/audio-analysis/32yIEFS62uS5ryhr2Xlooj"
"3715",2008-06-28,"Don't Stop The Music","rihanna","pop",3,42,30,47,"-5",0.676,0.0514,122.65,0.0715,0.0446,0.0000337,4,0.853,6,267080,-5.533,0.551,0,"spotify:track:0ByMNEPAPpOR5H69DVrTNy","0ByMNEPAPpOR5H69DVrTNy","https://api.spotify.com/v1/audio-analysis/0ByMNEPAPpOR5H69DVrTNy"
"3716",2010-09-25,"Rockstar 101","rihanna","pop",64,0,5,89,"Re-Entry",0.641,0.641,139.562,0.105,0.0257,0,4,0.399,6,238893,-4.636,0.334,1,"https://embed.spotify.com/?uri=spotify:track:5rXDTihGQ3TkYE3pmraAmH","5rXDTihGQ3TkYE3pmraAmH","https://api.spotify.com/v1/audio-analysis/5rXDTihGQ3TkYE3pmraAmH"
"3717",2009-12-12,"Russian Roulette","rihanna","pop",9,19,14,22,"-3",0.513,0.117,79.203,0.0508,0.06,0.0000015,4,0.398,6,227573,-5.701,0.279,0,"https://embed.spotify.com/?uri=spotify:track:2jrsywnNPJiJRIP2u21hmD","2jrsywnNPJiJRIP2u21hmD","https://api.spotify.com/v1/audio-analysis/2jrsywnNPJiJRIP2u21hmD"
"3718",2003-05-10,"Fine Again","seether","alternative/rock",61,90,20,98,"-8",0.855,0.273,175.543,0.0288,0.00049,0.0137,4,0.442,6,243640,-2.985,0.363,0,"https://embed.spotify.com/?uri=spotify:track:0SObfEbxSx3WZjPNSXExOM","0SObfEbxSx3WZjPNSXExOM","https://api.spotify.com/v1/audio-analysis/0SObfEbxSx3WZjPNSXExOM"
"3719",2010-05-29,"Gypsy","shakira","pop",65,84,3,97,"-13",0.812,0.0877,92.999,0.0925,0.481,0,4,0.489,6,205733,-4.382,0.453,1,"https://embed.spotify.com/?uri=spotify:track:5XbKAW0xWbg8I3vZwImas3","5XbKAW0xWbg8I3vZwImas3","https://api.spotify.com/v1/audio-analysis/5XbKAW0xWbg8I3vZwImas3"
"3720",2016-10-29,"Cranes In The Sky","solange","pop",74,74,2,99,"-25",0.615,0.235,96.988,0.045,0.408,0.000147,4,0.719,6,250973,-5.972,0.465,1,"https://embed.spotify.com/?uri=spotify:track:48EjSdYh8wz2gBxxqzrsLe","48EjSdYh8wz2gBxxqzrsLe","https://api.spotify.com/v1/audio-analysis/48EjSdYh8wz2gBxxqzrsLe"
"3721",2014-10-25,"24 Hours","teeflii","pop",85,90,7,96,"-6",0.875,0.272,108.25,0.0391,0.0337,0,4,0.52,6,244133,-3.562,0.243,0,"https://embed.spotify.com/?uri=spotify:track:2XPxacir3WoMtJ2pbTd240","2XPxacir3WoMtJ2pbTd240","https://api.spotify.com/v1/audio-analysis/2XPxacir3WoMtJ2pbTd240"
"3722",2014-01-25,"Replay","zendaya","pop",40,42,21,45,"-3",0.721,0.29,140.02,0.127,0.0438,0.000129,4,0.692,6,209187,-6.696,0.596,0,"https://embed.spotify.com/?uri=spotify:track:7d1CFwrBmH34gmS0Hkbfbt","7d1CFwrBmH34gmS0Hkbfbt","https://api.spotify.com/v1/audio-analysis/7d1CFwrBmH34gmS0Hkbfbt"
"3723",2006-04-08,"Wasteland","10 years","alternative/rock",94,94,2,95,"-1",0.801,0.0662,146.729,0.0813,0.000426,0.000208,4,0.391,6,229867,-5.102,0.341,0,"https://embed.spotify.com/?uri=spotify:track:3pO37BXsjMC2wApALxGbuB","3pO37BXsjMC2wApALxGbuB","https://api.spotify.com/v1/audio-analysis/3pO37BXsjMC2wApALxGbuB"
"3724",2017-09-09,"4:00 AM","2 chainz","hip hop/rap",55,90,12,95,"-5",0.513,0.15,75.018,0.452,0.122,0,4,0.796,6,255560,-7.14,0.235,0,"spotify:track:1nX9KhK3Fff27SnrIor2Yb","1nX9KhK3Fff27SnrIor2Yb","https://api.spotify.com/v1/audio-analysis/1nX9KhK3Fff27SnrIor2Yb"
"3725",2014-08-02,"She Twerkin","ca$h out","hip hop/rap",98,98,3,100,"-2",0.748,0.106,142.015,0.052,0.000426,0,4,0.843,6,170933,-3.924,0.364,0,"https://embed.spotify.com/?uri=spotify:track:5zps32cgFG2c43QFKTBdlo","5zps32cgFG2c43QFKTBdlo","https://api.spotify.com/v1/audio-analysis/5zps32cgFG2c43QFKTBdlo"
"3726",2014-11-08,"A Sky Full Of Stars","coldplay","pop",10,37,26,44,"-7",0.636,0.217,124.996,0.0281,0.00713,0.00203,4,0.551,6,268467,-7.125,0.153,1,"https://embed.spotify.com/?uri=spotify:track:0FDzzruyVECATHXKHFs9eJ","0FDzzruyVECATHXKHFs9eJ","https://api.spotify.com/v1/audio-analysis/0FDzzruyVECATHXKHFs9eJ"
"3727",2014-06-21,"Magic","coldplay","pop",14,84,14,97,"-13",0.483,0.106,93.458,0.0403,0.0262,0.616,4,0.738,6,285014,-8.915,0.355,0,"https://embed.spotify.com/?uri=spotify:track:27jdUE1EYDSXZqhjuNxLem","27jdUE1EYDSXZqhjuNxLem","https://api.spotify.com/v1/audio-analysis/27jdUE1EYDSXZqhjuNxLem"
"3728",2016-02-13,"Bottom Of The Bottle","curren$y","hip hop/rap",97,0,1,97,"New",0.54,0.173,85.022,0.303,0.0159,0,4,0.741,6,239453,-9.733,0.781,1,"https://embed.spotify.com/?uri=spotify:track:6AYwClZvzz3HTw4ghP4FgO","6AYwClZvzz3HTw4ghP4FgO","https://api.spotify.com/v1/audio-analysis/6AYwClZvzz3HTw4ghP4FgO"
"3729",2008-06-21,"Feels Like Tonight","daughtry","pop",24,46,20,51,"-5",0.907,0.117,130.984,0.045,0.000822,0,4,0.483,6,238701,-3.166,0.352,1,"https://embed.spotify.com/?uri=spotify:track:2tVCFmn2zKg2wGXS1TCIIA","2tVCFmn2zKg2wGXS1TCIIA","https://api.spotify.com/v1/audio-analysis/2tVCFmn2zKg2wGXS1TCIIA"
"3730",2007-11-24,"Home","daughtry","pop",5,43,37,48,"-5",0.849,0.195,143.904,0.0344,0.0021,0.00000161,4,0.45,6,255652,-3.881,0.336,1,"https://embed.spotify.com/?uri=spotify:track:2nXWKf0GXbFby4posGqEht","2nXWKf0GXbFby4posGqEht","https://api.spotify.com/v1/audio-analysis/2nXWKf0GXbFby4posGqEht"
"3731",2013-03-30,"So Many Girls","dj drama","hip hop/rap",90,0,1,90,"New",0.862,0.0627,145.198,0.0983,0.179,0,4,0.595,6,211240,-3.152,0.62,0,"https://embed.spotify.com/?uri=spotify:track:5hNhvOYtE1rgHa9Viftir1","5hNhvOYtE1rgHa9Viftir1","https://api.spotify.com/v1/audio-analysis/5hNhvOYtE1rgHa9Viftir1"
"3732",2011-05-14,"You Be Killin Em","fabolous","hip hop/rap",63,84,18,93,"-9",0.909,0.525,93.977,0.22,0.444,0,4,0.664,6,209693,-3.552,0.557,0,"https://embed.spotify.com/?uri=spotify:track:5I6YA7oHtraxwWQzzCugDt","5I6YA7oHtraxwWQzzCugDt","https://api.spotify.com/v1/audio-analysis/5I6YA7oHtraxwWQzzCugDt"
"3733",2013-08-31,"Without Me","fantasia","pop",74,0,2,100,"Re-Entry",0.678,0.226,75.064,0.233,0.154,0,4,0.714,6,270787,-7.505,0.527,0,"https://embed.spotify.com/?uri=spotify:track:22TbtBhfPhnViXjoglOzCw","22TbtBhfPhnViXjoglOzCw","https://api.spotify.com/v1/audio-analysis/22TbtBhfPhnViXjoglOzCw"
"3734",2010-12-04,"Turn Around (5 4 3 2 1)","flo rida","pop",98,0,1,98,"New",0.835,0.314,128.018,0.0912,0.00578,0,4,0.697,6,201387,-5.843,0.832,1,"spotify:track:6Uj8ru7TNLDIelbuQ8eBd6","6Uj8ru7TNLDIelbuQ8eBd6","https://api.spotify.com/v1/audio-analysis/6Uj8ru7TNLDIelbuQ8eBd6"
"3735",2009-09-05,"Jump","flo rida","pop",54,69,6,85,"-16",0.813,0.26,130.028,0.065,0.00439,0.0000035,4,0.731,6,208920,-7.366,0.497,0,"https://embed.spotify.com/?uri=spotify:track:4uGucgzv0ydi35DgAlsTQ4","4uGucgzv0ydi35DgAlsTQ4","https://api.spotify.com/v1/audio-analysis/4uGucgzv0ydi35DgAlsTQ4"
"3736",2008-05-24,"Elevator","flo rida","pop",16,43,13,83,"-40",0.874,0.214,120.025,0.0905,0.109,0.0000248,4,0.812,6,229973,-6.015,0.47,0,"https://embed.spotify.com/?uri=spotify:track:44AtutBMMWw14r9CkZ0wna","44AtutBMMWw14r9CkZ0wna","https://api.spotify.com/v1/audio-analysis/44AtutBMMWw14r9CkZ0wna"
"3737",2016-09-03,"No Money","galantis","pop",88,93,5,97,"-4",0.916,0.24,126.01,0.0397,0.0282,0.00762,4,0.671,6,189127,-4.014,0.803,0,"https://embed.spotify.com/?uri=spotify:track:0gb1J5UrTpzaU1s3nupgCd","0gb1J5UrTpzaU1s3nupgCd","https://api.spotify.com/v1/audio-analysis/0gb1J5UrTpzaU1s3nupgCd"
"3738",2006-04-01,"Feel Good Inc","gorillaz","hip hop/rap",14,43,45,50,"-7",0.705,0.613,138.559,0.177,0.00836,0.00233,4,0.818,6,222640,-6.679,0.772,1,"https://embed.spotify.com/?uri=spotify:track:0d28khcov6AiegSCpG5TuT","0d28khcov6AiegSCpG5TuT","https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT"
"3739",2006-04-15,"Rodeo","juvenile","hip hop/rap",41,71,19,82,"-11",0.584,0.07,157.229,0.161,0.0157,0,1,0.669,6,237960,-7.546,0.673,1,"https://embed.spotify.com/?uri=spotify:track:0LeNH0ywd7M2nDJFKtyEVr","0LeNH0ywd7M2nDJFKtyEVr","https://api.spotify.com/v1/audio-analysis/0LeNH0ywd7M2nDJFKtyEVr"
"3740",2001-11-17,"Set It Off","juvenile","hip hop/rap",65,98,15,98,"0",0.586,0.0765,168.157,0.212,0.185,0.000011,4,0.694,6,257000,-9.158,0.725,1,"spotify:track:44LFap7VrB4356vfbQOZHg","44LFap7VrB4356vfbQOZHg","https://api.spotify.com/v1/audio-analysis/44LFap7VrB4356vfbQOZHg"
"3741",2013-07-20,"Live For The Night","krewella","pop",100,0,1,100,"New",0.843,0.124,127.932,0.113,0.0138,0,4,0.499,6,206480,-2.224,0.533,1,"https://embed.spotify.com/?uri=spotify:track:457p7UH7hoHrbA2iI4PSCA","457p7UH7hoHrbA2iI4PSCA","https://api.spotify.com/v1/audio-analysis/457p7UH7hoHrbA2iI4PSCA"
"3742",2002-08-31,"Not A Day Goes By","lonestar","country",36,86,17,99,"-13",0.305,0.137,127.318,0.028,0.492,0,4,0.53,6,248040,-8.568,0.221,1,"https://embed.spotify.com/?uri=spotify:track:5hPZdsAI8Jo0mhq5J829Tb","5hPZdsAI8Jo0mhq5J829Tb","https://api.spotify.com/v1/audio-analysis/5hPZdsAI8Jo0mhq5J829Tb"
"3743",2004-08-21,"Let's Be Us Again","lonestar","country",38,93,20,93,"0",0.47,0.216,137.888,0.0276,0.0351,0,4,0.484,6,233533,-6.231,0.356,1,"https://embed.spotify.com/?uri=spotify:track:6OXZ9FnrHiy6htOPgkxGGu","6OXZ9FnrHiy6htOPgkxGGu","https://api.spotify.com/v1/audio-analysis/6OXZ9FnrHiy6htOPgkxGGu"
"3744",2004-03-13,"Stand Up","ludacris","hip hop/rap",1,34,28,44,"-10",0.841,0.111,97.909,0.357,0.358,0,4,0.745,6,213760,-4.774,0.767,1,"https://embed.spotify.com/?uri=spotify:track:2CtCwQhY0ZLvr8L2l8Bo6e","2CtCwQhY0ZLvr8L2l8Bo6e","https://api.spotify.com/v1/audio-analysis/2CtCwQhY0ZLvr8L2l8Bo6e"
"3745",2005-06-18,"Number One Spot","ludacris","hip hop/rap",19,79,16,96,"-17",0.951,0.273,146.096,0.409,0.0318,0,4,0.478,6,274467,-4.159,0.534,1,"https://embed.spotify.com/?uri=spotify:track:5SV9SnHkuHMh446QsgQtry","5SV9SnHkuHMh446QsgQtry","https://api.spotify.com/v1/audio-analysis/5SV9SnHkuHMh446QsgQtry"
"3746",2008-10-04,"If I Never See Your Face Again","maroon 5","pop",51,90,20,99,"-9",0.802,0.112,106.001,0.0362,0.00531,0.00000121,4,0.779,6,198387,-3.082,0.887,1,"https://embed.spotify.com/?uri=spotify:track:6jACXYa6ow4TrAUNXIQjqU","6jACXYa6ow4TrAUNXIQjqU","https://api.spotify.com/v1/audio-analysis/6jACXYa6ow4TrAUNXIQjqU"
"3747",2005-01-22,"Oye Mi Canto","n.o.r.e.","hip hop/rap",12,26,22,36,"-10",0.945,0.281,95.991,0.0537,0.195,0.00000283,4,0.687,6,240973,-2.82,0.94,1,"https://embed.spotify.com/?uri=spotify:track:3J6vrRMz6EfwH2sgYiyNhc","3J6vrRMz6EfwH2sgYiyNhc","https://api.spotify.com/v1/audio-analysis/3J6vrRMz6EfwH2sgYiyNhc"
"3748",2002-11-02,"Nothin'","n.o.r.e.","hip hop/rap",10,30,24,35,"-5",0.869,0.301,97.025,0.181,0.377,0.0000012,4,0.781,6,264653,-6.078,0.702,1,"https://embed.spotify.com/?uri=spotify:track:5ZKVNTG7yu7gbX4vryqS2X","5ZKVNTG7yu7gbX4vryqS2X","https://api.spotify.com/v1/audio-analysis/5ZKVNTG7yu7gbX4vryqS2X"
"3749",2005-07-30,"Notice Me","nb ridaz","hip hop/rap",84,94,2,84,"10",0.807,0.274,175.889,0.222,0.182,0,4,0.708,6,231200,-2.938,0.702,0,"https://embed.spotify.com/?uri=spotify:track:2AsUEN8UMGcGC65rhcop8k","2AsUEN8UMGcGC65rhcop8k","https://api.spotify.com/v1/audio-analysis/2AsUEN8UMGcGC65rhcop8k"
"3750",2001-12-22,"Diddy","p. diddy","hip hop/rap",66,86,9,95,"-9",0.884,0.203,104.536,0.0759,0.0128,0.0000021,4,0.845,6,257400,-4.506,0.904,0,"spotify:track:4INDiWSKvqSKDEu7mh8HFz","4INDiWSKvqSKDEu7mh8HFz","https://api.spotify.com/v1/audio-analysis/4INDiWSKvqSKDEu7mh8HFz"
"3751",2004-11-20,"U Saved Me","r. kelly","hip hop/rap",52,99,16,99,"0",0.56,0.0873,104.045,0.053,0.598,0,4,0.651,6,373773,-7.012,0.297,1,"https://embed.spotify.com/?uri=spotify:track:2mw9UnfWIw9mYPAoDEc4ud","2mw9UnfWIw9mYPAoDEc4ud","https://api.spotify.com/v1/audio-analysis/2mw9UnfWIw9mYPAoDEc4ud"
"3752",2001-02-24,"I Wish","r. kelly","hip hop/rap",14,46,22,48,"-2",0.463,0.119,78.83,0.12,0.068,0,4,0.42,6,334000,-9.056,0.659,1,"spotify:track:7sOqd1dVmfU5mgqrUtlqc5","7sOqd1dVmfU5mgqrUtlqc5","https://api.spotify.com/v1/audio-analysis/7sOqd1dVmfU5mgqrUtlqc5"
"3753",2007-05-19,"Look After You","the fray","pop",59,83,10,99,"-16",0.592,0.13,78.039,0.0319,0.0575,0.00000447,4,0.447,6,266773,-3.015,0.283,0,"https://embed.spotify.com/?uri=spotify:track:5l6hpyTGBK0LAAxgPnqTQL","5l6hpyTGBK0LAAxgPnqTQL","https://api.spotify.com/v1/audio-analysis/5l6hpyTGBK0LAAxgPnqTQL"
"3754",2008-07-26,"Game's Pain","the game","hip hop/rap",75,77,7,84,"-7",0.761,0.0722,97.015,0.341,0.0984,0,4,0.76,6,261773,-4.745,0.395,0,"https://embed.spotify.com/?uri=spotify:track:78IZoWbm5c2HUFM6eSYm7t","78IZoWbm5c2HUFM6eSYm7t","https://api.spotify.com/v1/audio-analysis/78IZoWbm5c2HUFM6eSYm7t"
"3755",2005-08-27,"Dreams","the game","hip hop/rap",32,72,13,91,"-19",0.781,0.255,155.833,0.217,0.00553,0,4,0.621,6,286453,-5.402,0.272,1,"https://embed.spotify.com/?uri=spotify:track:5F7caGhe84C6ONva5S8yXF","5F7caGhe84C6ONva5S8yXF","https://api.spotify.com/v1/audio-analysis/5F7caGhe84C6ONva5S8yXF"
"3756",2010-04-24,"Women Lie, Men Lie","yo gotti","hip hop/rap",81,87,7,92,"-5",0.767,0.103,157.925,0.203,0.00417,0,4,0.647,6,216773,-6.497,0.537,1,"https://embed.spotify.com/?uri=spotify:track:6jDMlQsmDnKtusidx4P4p8","6jDMlQsmDnKtusidx4P4p8","https://api.spotify.com/v1/audio-analysis/6jDMlQsmDnKtusidx4P4p8"
"3757",2007-04-07,"1st Time","yung joc","hip hop/rap",82,87,6,96,"-9",0.601,0.123,132.995,0.207,0.0989,0,4,0.679,6,267613,-6.201,0.725,1,"https://embed.spotify.com/?uri=spotify:track:0NNo17O7gamZqOwj42Jax0","0NNo17O7gamZqOwj42Jax0","https://api.spotify.com/v1/audio-analysis/0NNo17O7gamZqOwj42Jax0"
"3758",2018-06-21,"I Was Jack (You Were Diane)","Jake Owen","country",86,86,3,86,"0",0.878,0.0505,94.014,0.0452,0.0875,0,4,0.612,6,188013,-3.556,0.599,1,"spotify:track:0L1ZDS8joLUUwUeqWZsEg6","0L1ZDS8joLUUwUeqWZsEg6","https://api.spotify.com/v1/audio-analysis/0L1ZDS8joLUUwUeqWZsEg6"
"3759",2007-07-07,"Rock Yo Hips","crime mob","hip hop/rap",30,45,20,54,"-9",0.667,0.443,77.492,0.17,0.0869,0,4,0.847,6,226547,-5.7,0.707,1,"https://embed.spotify.com/?uri=spotify:track:2FCrjpcEh2cMrqPWD5SNxp","2FCrjpcEh2cMrqPWD5SNxp","https://api.spotify.com/v1/audio-analysis/2FCrjpcEh2cMrqPWD5SNxp"
"3760",2013-11-16,"Get Lucky","daft punk","edm",2,39,29,48,"-9",0.793,0.072,116.049,0.0403,0.0378,0.00000182,4,0.81,6,369627,-9.404,0.863,0,"https://embed.spotify.com/?uri=spotify:track:69kOkLUCkxIZYexIgSG8rq","69kOkLUCkxIZYexIgSG8rq","https://api.spotify.com/v1/audio-analysis/69kOkLUCkxIZYexIgSG8rq"
"3761",2016-12-24,"Tiimmy Turner","desiigner","hip hop/rap",34,62,20,61,"1",0.713,0.0754,122.908,0.0425,0.131,0,4,0.596,6,239853,-3.121,0.334,1,"https://embed.spotify.com/?uri=spotify:track:5azuYJZsobD2XRlGvStL2s","5azuYJZsobD2XRlGvStL2s","https://api.spotify.com/v1/audio-analysis/5azuYJZsobD2XRlGvStL2s"
"3762",2010-07-03,"Another Way To Die","disturbed","alternative/rock",81,0,1,81,"New",0.967,0.12,112.017,0.0692,0.0000846,0.00612,4,0.621,6,253387,-2.35,0.315,1,"https://embed.spotify.com/?uri=spotify:track:3EZAnO8lnPCBCcJcwAZbEB","3EZAnO8lnPCBCcJcwAZbEB","https://api.spotify.com/v1/audio-analysis/3EZAnO8lnPCBCcJcwAZbEB"
"3763",2016-07-23,"The Sound Of Silence","disturbed","alternative/rock",42,79,20,79,"0",0.28,0.102,85.794,0.0281,0.468,0.0000011,4,0.322,6,248467,-9.367,0.175,0,"https://embed.spotify.com/?uri=spotify:track:1Cj2vqUwlJVG27gJrun92y","1Cj2vqUwlJVG27gJrun92y","https://api.spotify.com/v1/audio-analysis/1Cj2vqUwlJVG27gJrun92y"
"3764",2008-07-19,"Out Here Grindin","dj khaled","hip hop/rap",38,0,1,38,"Hot Shot Debut",0.829,0.145,175.972,0.147,0.0119,0,4,0.646,6,263133,-1.953,0.344,0,"spotify:track:61RnPNHdba0aB7Itq2qCut","61RnPNHdba0aB7Itq2qCut","https://api.spotify.com/v1/audio-analysis/61RnPNHdba0aB7Itq2qCut"
"3765",2015-01-31,"Hold You Down","dj khaled","hip hop/rap",39,60,20,68,"-8",0.664,0.165,151.873,0.0669,0.208,0,3,0.507,6,293253,-4.763,0.437,0,"https://embed.spotify.com/?uri=spotify:track:3PcRAilOjaOdX6RO5MzewO","3PcRAilOjaOdX6RO5MzewO","https://api.spotify.com/v1/audio-analysis/3PcRAilOjaOdX6RO5MzewO"
"3766",2014-10-18,"Hold You Down","dj khaled","hip hop/rap",70,74,5,70,"4",0.664,0.165,151.873,0.0669,0.208,0,3,0.507,6,293253,-4.763,0.437,0,"https://embed.spotify.com/?uri=spotify:track:7L0RQZao9Pks74PzRvaxzC","7L0RQZao9Pks74PzRvaxzC","https://api.spotify.com/v1/audio-analysis/7L0RQZao9Pks74PzRvaxzC"
"3767",2015-12-19,"My Way","fetty wap","hip hop/rap",7,35,22,43,"-8",0.741,0.147,128.077,0.0531,0.00419,0,4,0.748,6,213053,-3.103,0.537,1,"https://embed.spotify.com/?uri=spotify:track:7zpZQzTwWBN0eOsmb4WPH3","7zpZQzTwWBN0eOsmb4WPH3","https://api.spotify.com/v1/audio-analysis/7zpZQzTwWBN0eOsmb4WPH3"
"3768",2015-07-18,"My Way","fetty wap","hip hop/rap",98,0,1,98,"New",0.741,0.147,128.077,0.0531,0.00419,0,4,0.748,6,213053,-3.103,0.537,1,"https://embed.spotify.com/?uri=spotify:track:7zpZQzTwWBN0eOsmb4WPH3","7zpZQzTwWBN0eOsmb4WPH3","https://api.spotify.com/v1/audio-analysis/7zpZQzTwWBN0eOsmb4WPH3"
"3769",2006-09-09,"So What","field mob","hip hop/rap",10,36,21,47,"-11",0.491,0.0716,119.98,0.161,0.0676,0,4,0.936,6,216000,-10.551,0.9,1,"https://embed.spotify.com/?uri=spotify:track:0Uc706myy6Th7I6KQ9xA1x","0Uc706myy6Th7I6KQ9xA1x","https://api.spotify.com/v1/audio-analysis/0Uc706myy6Th7I6KQ9xA1x"
"3770",2006-11-25,"That Girl","frankie j","pop",43,89,14,99,"-10",0.703,0.184,170.1,0.193,0.18,0,4,0.663,6,238980,-6.972,0.545,0,"https://embed.spotify.com/?uri=spotify:track:0K46fg1qHY1Y5E7q23zSTG","0K46fg1qHY1Y5E7q23zSTG","https://api.spotify.com/v1/audio-analysis/0K46fg1qHY1Y5E7q23zSTG"
"3771",2011-06-11,"I Love New York / New York, New York","glee cast","pop",81,0,1,81,"New",0.717,0.406,140.949,0.0362,0.016,0,4,0.585,6,164933,-5.422,0.282,0,"https://embed.spotify.com/?uri=spotify:track:7aNjLEpbxKWio1jEnvunDQ","7aNjLEpbxKWio1jEnvunDQ","https://api.spotify.com/v1/audio-analysis/7aNjLEpbxKWio1jEnvunDQ"
"3772",2010-10-09,"Billionaire","glee cast","pop",28,0,1,28,"New",0.721,0.104,87.034,0.0939,0.259,0,4,0.791,6,211440,-5.588,0.66,0,"https://embed.spotify.com/?uri=spotify:track:6d5CfH0P84foEd1fkmp7po","6d5CfH0P84foEd1fkmp7po","https://api.spotify.com/v1/audio-analysis/6d5CfH0P84foEd1fkmp7po"
"3773",2010-10-16,"Empire State Of Mind","glee cast","pop",21,21,2,94,"-73",0.884,0.158,173.575,0.33,0.0617,0,4,0.507,6,277347,-4.566,0.719,1,"https://embed.spotify.com/?uri=spotify:track:7pYVIpuFrH2cDMseplG8Jn","7pYVIpuFrH2cDMseplG8Jn","https://api.spotify.com/v1/audio-analysis/7pYVIpuFrH2cDMseplG8Jn"
"3774",2010-05-15,"Like A Prayer","glee cast","pop",27,27,2,96,"-69",0.871,0.292,111.004,0.062,0.197,0,4,0.544,6,315253,-5.686,0.311,0,"spotify:track:6ib7bSRpd5ZcE3Cr5lPvYJ","6ib7bSRpd5ZcE3Cr5lPvYJ","https://api.spotify.com/v1/audio-analysis/6ib7bSRpd5ZcE3Cr5lPvYJ"
"3775",2010-10-23,"I Look To You","glee cast","pop",74,0,1,74,"New",0.423,0.0663,101.617,0.0291,0.761,0.0000386,4,0.465,6,264947,-7.032,0.0872,1,"https://embed.spotify.com/?uri=spotify:track:1bufAJtv0Ht1IxuwmveJAa","1bufAJtv0Ht1IxuwmveJAa","https://api.spotify.com/v1/audio-analysis/1bufAJtv0Ht1IxuwmveJAa"
"3776",2009-10-17,"Alone","glee cast","pop",51,0,1,51,"Hot Shot Debut",0.685,0.0823,175.837,0.0302,0.292,0.0000337,4,0.408,6,221693,-6.549,0.221,1,"https://embed.spotify.com/?uri=spotify:track:1LL2jGP1hehUlAccRCxmV4","1LL2jGP1hehUlAccRCxmV4","https://api.spotify.com/v1/audio-analysis/1LL2jGP1hehUlAccRCxmV4"
"3777",2010-05-08,"Gives You Hell","glee cast","pop",32,32,2,92,"-60",0.605,0.112,100.007,0.032,0.0807,0,4,0.752,6,206667,-5.569,0.789,0,"https://embed.spotify.com/?uri=spotify:track:7oN2q9L9YShc6weFVvnnxA","7oN2q9L9YShc6weFVvnnxA","https://api.spotify.com/v1/audio-analysis/7oN2q9L9YShc6weFVvnnxA"
"3778",2010-06-05,"Safety Dance","glee cast","pop",81,0,1,81,"New",0.902,0.106,105.012,0.0371,0.00532,0.00142,4,0.637,6,199413,-5.547,0.701,1,"https://embed.spotify.com/?uri=spotify:track:3PYRn2lgbjuVB4w3BPQ8gs","3PYRn2lgbjuVB4w3BPQ8gs","https://api.spotify.com/v1/audio-analysis/3PYRn2lgbjuVB4w3BPQ8gs"
"3779",2012-04-28,"Hungry Like The Wolf / Rio","glee cast","pop",98,0,1,98,"New",0.815,0.378,133.995,0.045,0.00136,0,4,0.606,6,183387,-4.773,0.57,0,"https://embed.spotify.com/?uri=spotify:track:0xNg5LKX5wHkJOI28enmBv","0xNg5LKX5wHkJOI28enmBv","https://api.spotify.com/v1/audio-analysis/0xNg5LKX5wHkJOI28enmBv"
"3780",2011-06-11,"For Good","glee cast","pop",58,0,1,58,"New",0.374,0.167,92.508,0.0374,0.86,0,4,0.336,6,303827,-8.177,0.186,1,"https://embed.spotify.com/?uri=spotify:track:46tWMyBS0MbH8p4EHIJK3O","46tWMyBS0MbH8p4EHIJK3O","https://api.spotify.com/v1/audio-analysis/46tWMyBS0MbH8p4EHIJK3O"
"3781",2010-11-27,"Start Me Up / Livin' On A Prayer","glee cast","pop",31,0,1,31,"New",0.886,0.337,123.005,0.0367,0.129,0,4,0.558,6,170707,-4.114,0.571,0,"https://embed.spotify.com/?uri=spotify:track:3J02dKNnDdIMDKkSDWQ34F","3J02dKNnDdIMDKkSDWQ34F","https://api.spotify.com/v1/audio-analysis/3J02dKNnDdIMDKkSDWQ34F"
"3782",2012-02-04,"We Found Love","glee cast","pop",56,0,1,56,"New",0.799,0.163,127.988,0.0646,0.0143,0.00137,4,0.733,6,214960,-4.99,0.67,1,"https://embed.spotify.com/?uri=spotify:track:64RyCzfCeqFrQf3pONEc60","64RyCzfCeqFrQf3pONEc60","https://api.spotify.com/v1/audio-analysis/64RyCzfCeqFrQf3pONEc60"
"3783",2009-09-26,"Take A Bow","glee cast","pop",46,0,1,46,"Hot Shot Debut",0.528,0.115,81.978,0.0573,0.41,0,4,0.621,6,216667,-7.887,0.552,1,"https://embed.spotify.com/?uri=spotify:track:4xwqKpCkR8ZhCvexcyfUs5","4xwqKpCkR8ZhCvexcyfUs5","https://api.spotify.com/v1/audio-analysis/4xwqKpCkR8ZhCvexcyfUs5"
