"","date","title","artist","genre1","peak_pos","last_pos","weeks","rank","change","energy","liveness","tempo","speechiness","acousticness","instrumentalness","time_signature","danceability","key","duration_ms","loudness","valence","mode","spotify_link","spotify_id","analysis_url"
"1",2016-10-22,"LIFTED","cl","pop",94,0,1,94,"New",0.675,0.173,181.164,0.191,0.00162,0,4,0.372,0,175465,-4.496,0.285,1,"https://embed.spotify.com/?uri=spotify:track:2poiceiOgHN4oH0fKwvwNY","2poiceiOgHN4oH0fKwvwNY","https://api.spotify.com/v1/audio-analysis/2poiceiOgHN4oH0fKwvwNY"
"2",2005-02-12,"Holy Water","big","hip hop/rap",75,79,7,97,"-18",0.765,0.344,94.677,0.0277,0.0451,0.00000697,4,0.536,0,256813,-1.991,0.456,1,"https://embed.spotify.com/?uri=spotify:track:4qCGe8cM5ycEKcPJdRyk3m","4qCGe8cM5ycEKcPJdRyk3m","https://api.spotify.com/v1/audio-analysis/4qCGe8cM5ycEKcPJdRyk3m"
"3",2004-04-24,"Wild West Show","big","hip hop/rap",85,85,9,88,"-3",0.879,0.132,106.135,0.0378,0.0261,0.00000243,4,0.551,0,260813,-1.395,0.293,1,"https://embed.spotify.com/?uri=spotify:track:0Z9YP4ntjcqlMCfgi5Eete","0Z9YP4ntjcqlMCfgi5Eete","https://api.spotify.com/v1/audio-analysis/0Z9YP4ntjcqlMCfgi5Eete"
"4",2016-01-16,"Burning House","cam","country",29,50,25,44,"6",0.248,0.116,140.904,0.0317,0.885,0.00002,4,0.729,0,232640,-8.772,0.43,1,"https://embed.spotify.com/?uri=spotify:track:1EPmjXdSdJgP08mrrmnw7h","1EPmjXdSdJgP08mrrmnw7h","https://api.spotify.com/v1/audio-analysis/1EPmjXdSdJgP08mrrmnw7h"
"5",2011-03-19,"Bass Down Low","dev","pop",61,83,12,100,"-17",0.624,0.0499,113.035,0.0628,0.0886,0,4,0.797,0,210600,-8.022,0.834,1,"https://embed.spotify.com/?uri=spotify:track:4Xf7EL8G6FRYwvJADl0nf4","4Xf7EL8G6FRYwvJADl0nf4","https://api.spotify.com/v1/audio-analysis/4Xf7EL8G6FRYwvJADl0nf4"
"6",2003-10-11,"Where The Hood At?","dmx","hip hop/rap",68,78,8,84,"-6",0.952,0.348,186.075,0.388,0.164,0,4,0.489,0,287427,-3.706,0.713,1,"https://embed.spotify.com/?uri=spotify:track:4GyjcWah0pbgHf248WPQju","4GyjcWah0pbgHf248WPQju","https://api.spotify.com/v1/audio-analysis/4GyjcWah0pbgHf248WPQju"
"7",2000-04-22,"Love Is Blind","eve","hip hop/rap",34,87,16,99,"-12",0.809,0.18,176.228,0.32,0.28,0,4,0.671,0,260307,-4.824,0.579,1,"spotify:track:0H2jfzzREOr9MF95HB7ry6","0H2jfzzREOr9MF95HB7ry6","https://api.spotify.com/v1/audio-analysis/0H2jfzzREOr9MF95HB7ry6"
"8",2005-06-11,"Look What You've Done","jet","alternative/rock",37,78,20,90,"-12",0.547,0.146,73.396,0.0261,0.414,0.00143,4,0.398,0,230880,-6.846,0.305,1,"https://embed.spotify.com/?uri=spotify:track:0ZSmRnXnP5fdANtVlCok1g","0ZSmRnXnP5fdANtVlCok1g","https://api.spotify.com/v1/audio-analysis/0ZSmRnXnP5fdANtVlCok1g"
"9",2007-01-20,"Hip Hop Is Dead","nas","hip hop/rap",41,61,5,78,"-17",0.712,0.205,110.823,0.29,0.023,0,4,0.766,0,225560,-5.975,0.6,0,"https://embed.spotify.com/?uri=spotify:track:4errw8r45vg260xFxRc9zb","4errw8r45vg260xFxRc9zb","https://api.spotify.com/v1/audio-analysis/4errw8r45vg260xFxRc9zb"
"10",2002-07-13,"One Mic","nas","hip hop/rap",43,98,13,99,"-1",0.593,0.112,91.686,0.394,0.0603,0,4,0.738,0,269387,-6.5,0.423,0,"https://embed.spotify.com/?uri=spotify:track:0FoNL2JohSdDhABW82QJMc","0FoNL2JohSdDhABW82QJMc","https://api.spotify.com/v1/audio-analysis/0FoNL2JohSdDhABW82QJMc"
"11",2005-11-12,"I'm A King","p$c","classical",67,79,11,100,"-21",0.483,0.103,168.049,0.327,0.0428,0,4,0.73,0,212800,-8.959,0.535,1,"https://embed.spotify.com/?uri=spotify:track:5h21AlYy4mgHfQp9jUAUGi","5h21AlYy4mgHfQp9jUAUGi","https://api.spotify.com/v1/audio-analysis/5h21AlYy4mgHfQp9jUAUGi"
"12",2017-11-11,"Love Galore","sza","pop",32,41,20,48,"-7",0.594,0.162,135.002,0.0747,0.111,0,4,0.795,0,275080,-6.2,0.409,1,"spotify:track:0q75NwOoFiARAVp4EXU4Bs","0q75NwOoFiARAVp4EXU4Bs","https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs"
"13",2000-03-25,"Dear Lie","tlc","pop",51,74,7,92,"-18",0.444,0.179,173.834,0.0293,0.0376,0,4,0.548,0,310760,-8.734,0.243,1,"spotify:track:08vjsE3N31ai3ARwj5uW2i","08vjsE3N31ai3ARwj5uW2i","https://api.spotify.com/v1/audio-analysis/08vjsE3N31ai3ARwj5uW2i"
"14",2009-05-16,"Beautiful","akon","hip hop/rap",19,31,22,40,"-9",0.938,0.124,130.018,0.0868,0.131,0,4,0.739,0,312987,-4.446,0.655,0,"https://embed.spotify.com/?uri=spotify:track:7rv0UuxMX7CpUUwEE1jVrd","7rv0UuxMX7CpUUwEE1jVrd","https://api.spotify.com/v1/audio-analysis/7rv0UuxMX7CpUUwEE1jVrd"
"15",2007-04-28,"I Wanna Love You","akon","hip hop/rap",1,41,29,46,"-5",0.46,0.323,99.98,0.0423,0.0442,0,4,0.866,0,247067,-9.252,0.29,1,"https://embed.spotify.com/?uri=spotify:track:4xAk8Lw82G3YoVSOdVAsBx","4xAk8Lw82G3YoVSOdVAsBx","https://api.spotify.com/v1/audio-analysis/4xAk8Lw82G3YoVSOdVAsBx"
"16",2002-05-11,"Song For The Lonely","cher","pop",85,99,6,99,"0",0.915,0.186,129.972,0.0556,0.00528,0,4,0.548,0,202600,-7.01,0.38,1,"https://embed.spotify.com/?uri=spotify:track:0EGU2LFVIfjvvWFVmklNzR","0EGU2LFVIfjvvWFVmklNzR","https://api.spotify.com/v1/audio-analysis/0EGU2LFVIfjvvWFVmklNzR"
"17",2012-05-26,"Some Nights","fun.","pop",3,76,56,76,"0",0.738,0.0927,107.938,0.0506,0.0178,0.0000675,4,0.672,0,277040,-7.045,0.392,1,"https://embed.spotify.com/?uri=spotify:track:6t6oULCRS6hnI7rm0h5gwl","6t6oULCRS6hnI7rm0h5gwl","https://api.spotify.com/v1/audio-analysis/6t6oULCRS6hnI7rm0h5gwl"
"18",2007-03-17,"Pop Lock And Drop It","huey","pop",85,98,2,85,"13",0.568,0.159,144.14,0.164,0.000756,0,4,0.745,0,263240,-8.332,0.493,1,"https://embed.spotify.com/?uri=spotify:track:6vs9xToxh23nXF8sucqnfP","6vs9xToxh23nXF8sucqnfP","https://api.spotify.com/v1/audio-analysis/6vs9xToxh23nXF8sucqnfP"
"19",2007-08-11,"Pop, Lock & Drop It","huey","pop",6,33,23,46,"-13",0.568,0.159,144.14,0.164,0.000756,0,4,0.745,0,263240,-8.332,0.493,1,"https://embed.spotify.com/?uri=spotify:track:6vs9xToxh23nXF8sucqnfP","6vs9xToxh23nXF8sucqnfP","https://api.spotify.com/v1/audio-analysis/6vs9xToxh23nXF8sucqnfP"
"20",2001-05-26,"Crazy","k-ci","pop",11,37,25,43,"-6",0.664,0.595,116.141,0.0264,0.092,0,4,0.683,0,260267,-4.422,0.446,1,"spotify:track:3PJivN5BZ2ckFa22igIu4a","3PJivN5BZ2ckFa22igIu4a","https://api.spotify.com/v1/audio-analysis/3PJivN5BZ2ckFa22igIu4a"
"21",2017-09-16,"It Ain't Me","kygo","pop",10,37,29,44,"-7",0.532,0.0831,99.983,0.0746,0.0905,0,4,0.648,0,220781,-6.597,0.487,1,"spotify:track:12GEpg2XOPyqk03JZEZnJs","12GEpg2XOPyqk03JZEZnJs","https://api.spotify.com/v1/audio-analysis/12GEpg2XOPyqk03JZEZnJs"
"22",2017-05-20,"First Time","kygo","pop",67,0,1,67,"New",0.592,0.099,90.066,0.112,0.197,0,4,0.633,0,193511,-7.245,0.679,0,"spotify:track:2Gl0FzuLxflY6nPifJp5Dr","2Gl0FzuLxflY6nPifJp5Dr","https://api.spotify.com/v1/audio-analysis/2Gl0FzuLxflY6nPifJp5Dr"
"23",2006-09-09,"Labios Compartidos","mana","pop",82,0,3,100,"Re-Entry",0.898,0.0686,162.058,0.0367,0.027,0,4,0.527,0,317627,-3.624,0.462,0,"https://embed.spotify.com/?uri=spotify:track:0vyEatwgB5xaBkmyXWqf3x","0vyEatwgB5xaBkmyXWqf3x","https://api.spotify.com/v1/audio-analysis/0vyEatwgB5xaBkmyXWqf3x"
"24",2007-04-07,"Grace Kelly","mika","pop",57,85,8,75,"10",0.847,0.373,122.287,0.0519,0.0219,0.0329,4,0.678,0,187733,-5.825,0.601,1,"https://embed.spotify.com/?uri=spotify:track:7dzUZec5MnWMyQnk5klnKR","7dzUZec5MnWMyQnk5klnKR","https://api.spotify.com/v1/audio-analysis/7dzUZec5MnWMyQnk5klnKR"
"25",2007-05-19,"Grace Kelly","mika","pop",57,81,14,89,"-8",0.847,0.373,122.287,0.0519,0.0219,0.0329,4,0.678,0,187733,-5.825,0.601,1,"https://embed.spotify.com/?uri=spotify:track:7dzUZec5MnWMyQnk5klnKR","7dzUZec5MnWMyQnk5klnKR","https://api.spotify.com/v1/audio-analysis/7dzUZec5MnWMyQnk5klnKR"
"26",2003-07-26,"Feel Good Time","pink","pop",60,62,5,87,"-25",0.756,0.209,138.35,0.0419,0.00159,0.00036,4,0.686,0,226680,-7.389,0.895,1,"spotify:track:5a2t9K0Ow0XhUr9d0QlJ3c","5a2t9K0Ow0XhUr9d0QlJ3c","https://api.spotify.com/v1/audio-analysis/5a2t9K0Ow0XhUr9d0QlJ3c"
"27",2007-08-25,"U + Ur Hand","pink","pop",9,44,33,48,"-4",0.915,0.0311,141.019,0.0497,0.000712,0,4,0.695,0,214840,-3.549,0.874,1,"https://embed.spotify.com/?uri=spotify:track:7aBVQ8dcHytEddV0SlDrcQ","7aBVQ8dcHytEddV0SlDrcQ","https://api.spotify.com/v1/audio-analysis/7aBVQ8dcHytEddV0SlDrcQ"
"28",2003-03-29,"Family Portrait","pink","pop",20,87,20,90,"-3",0.687,0.562,91.808,0.0487,0.0217,0.00000299,4,0.761,0,296427,-5.346,0.779,0,"spotify:track:1HaZ5x3c3HXRrLLHfsjO5p","1HaZ5x3c3HXRrLLHfsjO5p","https://api.spotify.com/v1/audio-analysis/1HaZ5x3c3HXRrLLHfsjO5p"
"29",2010-04-10,"Soldier Of Love","sade","soul/jazz",52,88,11,90,"-2",0.572,0.0847,90.023,0.0632,0.0117,0.0291,4,0.775,0,356653,-8.427,0.64,0,"https://embed.spotify.com/?uri=spotify:track:4xo4ByR12fL3APt8gByJYG","4xo4ByR12fL3APt8gByJYG","https://api.spotify.com/v1/audio-analysis/4xo4ByR12fL3APt8gByJYG"
"30",2011-08-27,"We Don't Get Down Like Y'all","t.i.","hip hop/rap",78,0,1,78,"New",0.801,0.381,122.787,0.215,0.00691,0,5,0.705,0,222510,-4.47,0.45,1,"https://embed.spotify.com/?uri=spotify:track:1WODBa6zUbJ1N5NCPdt5nL","1WODBa6zUbJ1N5NCPdt5nL","https://api.spotify.com/v1/audio-analysis/1WODBa6zUbJ1N5NCPdt5nL"
"31",2012-08-04,"Go Get It","t.i.","hip hop/rap",77,0,1,77,"New",0.649,0.336,78.091,0.27,0.00159,0,4,0.385,0,217178,-5.999,0.471,1,"https://embed.spotify.com/?uri=spotify:track:7ezdJlanRMlE429QOud5x5","7ezdJlanRMlE429QOud5x5","https://api.spotify.com/v1/audio-analysis/7ezdJlanRMlE429QOud5x5"
"32",2009-07-04,"Dead And Gone","t.i.","hip hop/rap",2,40,29,50,"-10",0.746,0.601,135.021,0.259,0.0402,0,4,0.713,0,299747,-4.99,0.47,1,"https://embed.spotify.com/?uri=spotify:track:1k2NovMHKHhgGsHxg0aYAS","1k2NovMHKHhgGsHxg0aYAS","https://api.spotify.com/v1/audio-analysis/1k2NovMHKHhgGsHxg0aYAS"
"33",2007-08-04,"Please Don't Go","tank","pop",42,71,20,70,"1",0.434,0.458,76.367,0.434,0.509,0,3,0.486,0,353640,-10.087,0.623,0,"https://embed.spotify.com/?uri=spotify:track:5ZMuqGyjA91B4WLEh0gfwa","5ZMuqGyjA91B4WLEh0gfwa","https://api.spotify.com/v1/audio-analysis/5ZMuqGyjA91B4WLEh0gfwa"
"34",2013-04-13,"Dope","tyga","hip hop/rap",68,95,10,100,"-5",0.543,0.13,95.04,0.238,0.0116,0,4,0.816,0,224853,-6.923,0.373,1,"https://embed.spotify.com/?uri=spotify:track:66nzrPB7okMAwNlRI3ds2v","66nzrPB7okMAwNlRI3ds2v","https://api.spotify.com/v1/audio-analysis/66nzrPB7okMAwNlRI3ds2v"
"35",2016-10-08,"My PYT","wale","hip hop/rap",54,84,15,92,"-8",0.414,0.0854,193.549,0.37,0.0298,0,4,0.563,0,235652,-11.409,0.446,1,"https://embed.spotify.com/?uri=spotify:track:4jK1VQQGDnNOLfyVXCxGsR","4jK1VQQGDnNOLfyVXCxGsR","https://api.spotify.com/v1/audio-analysis/4jK1VQQGDnNOLfyVXCxGsR"
"36",2017-06-03,"I Don't Wanna Live Forever (Fifty Shades Darker)","zayn","pop",2,46,23,48,"-2",0.452,0.187,117.962,0.0534,0.0578,0.0000148,4,0.737,0,245653,-8.366,0.096,1,"spotify:track:2y5aJvzXhHPA94U5GFAcXe","2y5aJvzXhHPA94U5GFAcXe","https://api.spotify.com/v1/audio-analysis/2y5aJvzXhHPA94U5GFAcXe"
"37",2010-11-20,"Double Vision","3oh!3","pop",87,92,4,87,"5",0.888,0.413,120.041,0.0587,0.0018,0,4,0.581,0,190707,-3.198,0.629,1,"https://embed.spotify.com/?uri=spotify:track:3o2ESAMet1zR1aASlzrIxO","3o2ESAMet1zR1aASlzrIxO","https://api.spotify.com/v1/audio-analysis/3o2ESAMet1zR1aASlzrIxO"
"38",2010-03-20,"Follow Me Down","3oh!3","pop",89,0,2,89,"Re-Entry",0.651,0.126,113.03,0.0413,0.00323,0.000371,4,0.782,0,203800,-8.479,0.624,1,"https://embed.spotify.com/?uri=spotify:track:3MM1wUC2YOMALhiwVwtnai","3MM1wUC2YOMALhiwVwtnai","https://api.spotify.com/v1/audio-analysis/3MM1wUC2YOMALhiwVwtnai"
"39",2010-09-18,"My First Kiss","3oh!3","pop",9,87,18,93,"-6",0.889,0.36,138.021,0.0804,0.00564,0,4,0.682,0,192440,-4.166,0.827,1,"https://embed.spotify.com/?uri=spotify:track:17tDv8WA8IhqE8qzuQn707","17tDv8WA8IhqE8qzuQn707","https://api.spotify.com/v1/audio-analysis/17tDv8WA8IhqE8qzuQn707"
"40",2011-05-28,"Turning Tables","adele","pop",63,0,3,96,"Re-Entry",0.452,0.129,79.83,0.0293,0.952,0.0000168,4,0.305,0,250133,-6.077,0.21,0,"https://embed.spotify.com/?uri=spotify:track:5O6yk6U8L3rTbFsIwuqe8H","5O6yk6U8L3rTbFsIwuqe8H","https://api.spotify.com/v1/audio-analysis/5O6yk6U8L3rTbFsIwuqe8H"
"41",2000-09-09,"Separated","avant","hip hop/rap",23,40,20,51,"-11",0.486,0.142,108.23,0.0265,0.228,0,4,0.796,0,254453,-5.852,0.633,1,"spotify:track:4mqxoq5MzQUnPg9AyFlVEt","4mqxoq5MzQUnPg9AyFlVEt","https://api.spotify.com/v1/audio-analysis/4mqxoq5MzQUnPg9AyFlVEt"
"42",2007-07-28,"Like A Boy","ciara","hip hop/rap",19,50,20,58,"-8",0.724,0.0867,132.035,0.145,0.267,0,4,0.701,0,237053,-5.751,0.425,0,"https://embed.spotify.com/?uri=spotify:track:358bOvBiZCS9fRzNYosw6c","358bOvBiZCS9fRzNYosw6c","https://api.spotify.com/v1/audio-analysis/358bOvBiZCS9fRzNYosw6c"
"43",2013-08-17,"I'm Out","ciara","hip hop/rap",44,93,5,99,"-6",0.723,0.522,148.113,0.261,0.0864,0.00000447,4,0.737,0,241613,-5.834,0.555,1,"https://embed.spotify.com/?uri=spotify:track:3c7MNgwEBQTnrOWLjU1DHq","3c7MNgwEBQTnrOWLjU1DHq","https://api.spotify.com/v1/audio-analysis/3c7MNgwEBQTnrOWLjU1DHq"
"44",2001-03-31,"With Arms Wide Open","creed","pop",1,37,47,41,"-4",0.546,0.118,138.946,0.033,0.0038,0.000787,4,0.42,0,274800,-8.476,0.129,1,"spotify:track:0eKyHwckh9vQb8ncZ2DXCs","0eKyHwckh9vQb8ncZ2DXCs","https://api.spotify.com/v1/audio-analysis/0eKyHwckh9vQb8ncZ2DXCs"
"45",2017-08-19,"Signs","drake","hip hop/rap",36,98,6,100,"-2",0.734,0.112,107.369,0.0524,0.0853,0.00409,4,0.79,0,234373,-4.66,0.223,1,"spotify:track:6Na5uKk5SsqZimk0hAWo8y","6Na5uKk5SsqZimk0hAWo8y","https://api.spotify.com/v1/audio-analysis/6Na5uKk5SsqZimk0hAWo8y"
"46",2012-06-02,"Crew Love","drake","hip hop/rap",82,88,9,82,"6",0.547,0.242,160.54,0.266,0.211,0,4,0.421,0,208813,-8.974,0.347,0,"spotify:track:0TiC3GtlMCskf2hIUIBcDV","0TiC3GtlMCskf2hIUIBcDV","https://api.spotify.com/v1/audio-analysis/0TiC3GtlMCskf2hIUIBcDV"
"47",2016-07-23,"Still Here","drake","hip hop/rap",40,93,10,95,"-2",0.436,0.635,133.942,0.176,0.0235,0,3,0.835,0,189853,-9.602,0.234,1,"https://embed.spotify.com/?uri=spotify:track:4YJmZfvlheSziXem8HBWrj","4YJmZfvlheSziXem8HBWrj","https://api.spotify.com/v1/audio-analysis/4YJmZfvlheSziXem8HBWrj"
"48",2015-10-31,"Change Locations","drake","hip hop/rap",82,86,3,96,"-10",0.338,0.118,137.848,0.384,0.0224,0.00000105,4,0.787,0,220862,-10.112,0.197,1,"spotify:track:4gowy3WT6D1yhMLgRBlf9C","4gowy3WT6D1yhMLgRBlf9C","https://api.spotify.com/v1/audio-analysis/4gowy3WT6D1yhMLgRBlf9C"
"49",2015-11-07,"I'm The Plug","drake","hip hop/rap",76,84,5,96,"-12",0.527,0.131,160.1,0.252,0.000416,0.000893,4,0.829,0,180000,-9.279,0.245,1,"spotify:track:6bqtKURdSWkInAJHDkuaL0","6bqtKURdSWkInAJHDkuaL0","https://api.spotify.com/v1/audio-analysis/6bqtKURdSWkInAJHDkuaL0"
"50",2017-04-08,"Since Way Back","drake","hip hop/rap",70,0,1,70,"New",0.275,0.185,76.683,0.161,0.352,0.00000658,4,0.429,0,368036,-11.156,0.258,1,"spotify:track:5JUu0unA8VwhTZ9LkMWUVI","5JUu0unA8VwhTZ9LkMWUVI","https://api.spotify.com/v1/audio-analysis/5JUu0unA8VwhTZ9LkMWUVI"
"51",2012-07-21,"Take Care","drake","hip hop/rap",7,43,34,48,"-5",0.522,0.0892,121.927,0.235,0.0379,0.0000086,4,0.7,0,277387,-10.418,0.321,0,"https://embed.spotify.com/?uri=spotify:track:4wTMBYRE6xVTIUQ6fEudsJ","4wTMBYRE6xVTIUQ6fEudsJ","https://api.spotify.com/v1/audio-analysis/4wTMBYRE6xVTIUQ6fEudsJ"
"52",2010-12-25,"Fancy","drake","hip hop/rap",25,81,20,75,"6",0.894,0.354,87.59,0.398,0.328,0,4,0.652,0,319387,-5.701,0.262,0,"https://embed.spotify.com/?uri=spotify:track:3fpTMuD1u3gJlVI4FadVHs","3fpTMuD1u3gJlVI4FadVHs","https://api.spotify.com/v1/audio-analysis/3fpTMuD1u3gJlVI4FadVHs"
"53",2012-08-18,"Crew Love","drake","hip hop/rap",80,95,20,96,"-1",0.547,0.242,160.54,0.266,0.211,0,4,0.421,0,208813,-8.974,0.347,0,"https://embed.spotify.com/?uri=spotify:track:0TiC3GtlMCskf2hIUIBcDV","0TiC3GtlMCskf2hIUIBcDV","https://api.spotify.com/v1/audio-analysis/0TiC3GtlMCskf2hIUIBcDV"
"54",2015-03-14,"No Tellin'","drake","hip hop/rap",81,81,2,100,"-19",0.467,0.135,95.024,0.301,0.543,0,4,0.823,0,310933,-10.394,0.618,0,"https://embed.spotify.com/?uri=spotify:track:2xpoTj7AeSFVuvD0ibD3Pg","2xpoTj7AeSFVuvD0ibD3Pg","https://api.spotify.com/v1/audio-analysis/2xpoTj7AeSFVuvD0ibD3Pg"
"55",2010-07-03,"Fireworks","drake","hip hop/rap",71,0,1,71,"New",0.759,0.151,92.067,0.342,0.48,0,4,0.649,0,313280,-6.483,0.527,1,"https://embed.spotify.com/?uri=spotify:track:73tgFzBug5Ifk1Retdtwk7","73tgFzBug5Ifk1Retdtwk7","https://api.spotify.com/v1/audio-analysis/73tgFzBug5Ifk1Retdtwk7"
"56",2017-04-15,"Glow","drake","hip hop/rap",54,54,2,89,"-35",0.385,0.7,162.039,0.378,0.227,0,4,0.669,0,206120,-8.901,0.391,1,"spotify:track:28irpKCCK9nn9DZSik2zEx","28irpKCCK9nn9DZSik2zEx","https://api.spotify.com/v1/audio-analysis/28irpKCCK9nn9DZSik2zEx"
"57",2016-06-11,"Redemption","drake","hip hop/rap",61,83,3,95,"-12",0.315,0.117,119.2,0.104,0.607,0.00000181,4,0.654,0,333947,-8.736,0.332,1,"https://embed.spotify.com/?uri=spotify:track:6qGgrhiZ20Qrir3MNGUJq4","6qGgrhiZ20Qrir3MNGUJq4","https://api.spotify.com/v1/audio-analysis/6qGgrhiZ20Qrir3MNGUJq4"
"58",2015-11-21,"Scholarships","drake","hip hop/rap",69,95,7,94,"1",0.422,0.102,108.937,0.355,0.0958,0.00000841,4,0.557,0,209288,-9.184,0.285,0,"spotify:track:0B5OTb36fzLayn6XQHg5A1","0B5OTb36fzLayn6XQHg5A1","https://api.spotify.com/v1/audio-analysis/0B5OTb36fzLayn6XQHg5A1"
"59",2008-09-20,"Mercy","duffy","pop",27,97,20,95,"2",0.85,0.132,129.906,0.0329,0.289,0.00012,4,0.792,0,219920,-3.621,0.965,1,"https://embed.spotify.com/?uri=spotify:track:78twQ5XCFJMTE37ZSU0gsj","78twQ5XCFJMTE37ZSU0gsj","https://api.spotify.com/v1/audio-analysis/78twQ5XCFJMTE37ZSU0gsj"
"60",2016-10-15,"Never Be Like You","flume","pop",20,36,26,48,"-12",0.554,0.125,119.725,0.0556,0.467,0,4,0.529,0,234910,-5.427,0.286,1,"https://embed.spotify.com/?uri=spotify:track:4ja3m5fYLcugwuXB6Jkh4Y","4ja3m5fYLcugwuXB6Jkh4Y","https://api.spotify.com/v1/audio-analysis/4ja3m5fYLcugwuXB6Jkh4Y"
"61",2012-05-26,"Somebody That I Used To Know","gotye","alternative/rock",1,1,59,1,"0",0.517,0.102,129.063,0.0384,0.565,0.000195,4,0.857,0,244973,-6.972,0.754,1,"https://embed.spotify.com/?uri=spotify:track:4wCmqSrbyCgxEXROQE6vtV","4wCmqSrbyCgxEXROQE6vtV","https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV"
"62",2002-06-29,"Day + Night","isyss","pop",98,99,4,98,"1",0.75,0.498,95.941,0.0979,0.13,0,4,0.774,0,229274,-7.499,0.809,1,"spotify:track:4OnTgDqnuFGU73TdKQuDZm","4OnTgDqnuFGU73TdKQuDZm","https://api.spotify.com/v1/audio-analysis/4OnTgDqnuFGU73TdKQuDZm"
"63",2011-09-03,"Who Gon Stop Me","jay-z","hip hop/rap",44,44,2,79,"-35",0.731,0.599,133.855,0.205,0.0435,0.000293,4,0.602,0,256707,-4.478,0.367,0,"https://embed.spotify.com/?uri=spotify:track:3U9yv46nVSn3PkLsVcNIcA","3U9yv46nVSn3PkLsVcNIcA","https://api.spotify.com/v1/audio-analysis/3U9yv46nVSn3PkLsVcNIcA"
"64",2012-04-28,"Ni**as in Paris","jay-z","hip hop/rap",5,45,36,45,"0",0.22,0.335,139.115,0.412,0.167,0.0748,4,0.834,0,158826,-16.99,0.887,1,"spotify:track:1kfGkqNAGpiPGfst4Ln7m6","1kfGkqNAGpiPGfst4Ln7m6","https://api.spotify.com/v1/audio-analysis/1kfGkqNAGpiPGfst4Ln7m6"
"65",2017-08-05,"4:44","jay-z","hip hop/rap",35,35,2,61,"-26",0.207,0.129,59.077,0.93,0.862,0,4,0.694,0,721580,-16.653,0.652,1,"spotify:track:3JsrX94xQAA439lv3gVTDu","3JsrX94xQAA439lv3gVTDu","https://api.spotify.com/v1/audio-analysis/3JsrX94xQAA439lv3gVTDu"
"66",2006-05-27,"Again And Again","jewel","pop",80,80,2,89,"-9",0.792,0.105,132.998,0.0298,0.182,0.0000036,4,0.522,0,236173,-3.795,0.289,1,"https://embed.spotify.com/?uri=spotify:track:5sQsW7TqBrwUVEBSnyg64Y","5sQsW7TqBrwUVEBSnyg64Y","https://api.spotify.com/v1/audio-analysis/5sQsW7TqBrwUVEBSnyg64Y"
"67",2009-06-27,"On The Ocean","k'jon","soul/jazz",96,98,2,96,"2",0.792,0.326,78.763,0.199,0.231,0.00000177,4,0.246,0,272027,-5.542,0.301,1,"https://embed.spotify.com/?uri=spotify:track:5tRna9FSqMrh2LJwqIykHA","5tRna9FSqMrh2LJwqIykHA","https://api.spotify.com/v1/audio-analysis/5tRna9FSqMrh2LJwqIykHA"
"68",2013-06-22,"Crazy Kids","ke$ha","pop",40,59,2,61,"-2",0.753,0.127,128.002,0.044,0.0379,0.00011,4,0.718,0,229373,-3.81,0.498,0,"https://embed.spotify.com/?uri=spotify:track:19vqpjwWDbPmizICIUFinw","19vqpjwWDbPmizICIUFinw","https://api.spotify.com/v1/audio-analysis/19vqpjwWDbPmizICIUFinw"
"69",2013-09-07,"Crazy Kids","ke$ha","pop",40,81,13,97,"-16",0.753,0.127,128.002,0.044,0.0379,0.00011,4,0.718,0,229373,-3.81,0.498,0,"https://embed.spotify.com/?uri=spotify:track:19vqpjwWDbPmizICIUFinw","19vqpjwWDbPmizICIUFinw","https://api.spotify.com/v1/audio-analysis/19vqpjwWDbPmizICIUFinw"
"70",2011-11-12,"Dedication To My Ex (Miss That)","lloyd","pop",79,86,5,96,"-10",0.726,0.107,119.016,0.0592,0.0182,0.00000699,4,0.828,0,236147,-4.542,0.964,1,"https://embed.spotify.com/?uri=spotify:track:0jmdMkRc7bmnmF9TNRfxF5","0jmdMkRc7bmnmF9TNRfxF5","https://api.spotify.com/v1/audio-analysis/0jmdMkRc7bmnmF9TNRfxF5"
"71",2009-11-14,"La La La","lmfao","pop",55,79,7,88,"-9",0.803,0.179,128.016,0.15,0.00658,0.00000169,4,0.614,0,210560,-6.546,0.602,0,"https://embed.spotify.com/?uri=spotify:track:5ZZ3RuPMRUFWA2FuACK8VZ","5ZZ3RuPMRUFWA2FuACK8VZ","https://api.spotify.com/v1/audio-analysis/5ZZ3RuPMRUFWA2FuACK8VZ"
"72",2016-07-23,"Flexicution","logic","hip hop/rap",100,0,1,100,"New",0.696,0.105,159.924,0.0668,0.0608,0.00206,4,0.778,0,219067,-6.639,0.707,0,"https://embed.spotify.com/?uri=spotify:track:6EsLX3ZbZbAZUn3iaO5MuX","6EsLX3ZbZbAZUn3iaO5MuX","https://api.spotify.com/v1/audio-analysis/6EsLX3ZbZbAZUn3iaO5MuX"
